index,source,target
58,"生命の粉を調合した薬。
使うと拡散する生命の粉には、
触れた者を癒す能力がある。",
59,"攻撃力を上昇させる御守り。
所持しているだけで、鬼人の
ごとき力を得ることが可能。",
60,"攻撃力を上昇させる御守り。
龍の爪が、込められた護符の
効果をさらに高める。",
61,"防御力を上昇させる御守り。
所持しているだけで、岩石の
ごとく皮膚が硬質化する。",
62,"防御力を上昇させる御守り。
龍の爪が、込められた護符の
効果をさらに高める。",
63,"組み合わせることで、
捕獲麻酔の効果をつけられる
薬。",
64,"モンスターから剥ぎ取った肉。
調合や調理、罠としての設置、
あらゆる用途に使用できる。",
65,"生肉にひと手間加えたもの。
食欲を刺激する上質な油の
香りが漂っている。",
66,"生肉にひと手間加えたもの。
焼く前から既に香ばしい
香りが漂っている。",
67,"生肉にひと手間加えたもの。
すがすがしい清涼感漂う
香りがする。",
68,"食べると毒をうける生肉。
罠として使われる。",
69,"食べるとシビレる生肉。
罠として使われる。",
70,"食べると眠気をさそう生肉。
罠として使われる。",
71,"生焼けの肉。
スタミナを少量回復する。",
72,"こんがりと焼けた肉。
スタミナを中量回復する。",
73,"グレートな出来ばえの
こんがりと焼けた肉。
スタミナを全回復する。",
74,"コゲた肉。
スタミナを回復する場合も
あるが、その逆の場合も…。",
75,"食べると体が火照って、
一定時間寒さを忘れさせて
くれる。",
76,"食べると体が火照って、
一定時間寒さを緩和し、
スタミナも回復してくれる。",
77,"食べると体が冷えて、
一定時間暑さを忘れさせて
くれる。",
78,"食べると体が冷えて、
一定時間暑さを緩和し、
スタミナも回復してくれる。",
79,"食べると
解毒効果のある肉。",
80,"食べると解毒効果があり、
スタミナも回復してくれる。",
81,"生焼けの魚。生焼けだが
食べると体力が回復する。",
82,"こんがりと焼けた魚。
食べると回復力が上がり、
元気にもなる。",
83,"こんがりと焼けたドス級魚。
食べると回復力が上がり、
元気にもなる。",
84,"丁度良い具合にこんがりと
焼けた魚。食べると回復力
が上がり、元気にもなる。",
85,"絶妙なタイミングで焼けた
ドス級の魚。食べると回復
力が上がり、元気にもなる。",
86,"コゲた魚。コゲてはいるが
食べると体力が回復する。",
87,ダミー。,
88,"投げると戻ってくる
独特の形をした異国の武器。",
89,"投てき用ナイフ。対象に
向かって一直線に飛んでいく。
‾C05（支給品専用）",
90,"刃先に毒を塗った投げナイフ。
対象に毒の効果をもたらす。
‾C05（支給品専用）",
91,"刃先に睡眠効果のある粉塵を
塗りつけた投げナイフ。
‾C05（支給品専用）",
92,"刃先に神経性の毒を塗った
麻痺効果のある投げナイフ。
‾C05（支給品専用）",
93,"罠にかかったモンスターを
捕獲する専用の投げナイフ。
‾C05（支給品専用）",
94,手投げ玉の元となる素材。,
95,"強烈な色と匂いを付着させる
ことで、モンスターの足取り
を把握できる手投げ玉。",
96,"強烈な閃光を発する手投げ玉。
眼前で炸裂させることで、
モンスターの目をくらませる。",
97,"爆発すると高い周波数の快音
を発する手投げ爆弾。",
98,モンスターのフン。,
99,"着弾地点から、特定の飛竜が
苦手とする異臭を発散する玉。",
100,"着弾地点から、
広い範囲に煙を発散する玉。",
101,"その場に毒素を含んだ煙を
まき散らす煙玉。害虫対策
として主婦層にも人気。",
102,"瞬時にしてベースキャンプへ
戻ることができる不思議な玉。",Vous ramène instantanément au camp de base.
103,"アイテム使用不可状態を解除
するアイテム。地面に投げる
と煙が出て消臭できる。",
104,"罠にかかったモンスターを
捕獲する専用の手投げ麻酔玉。",
105,粘着性の強いクモの巣。,
106,"ある程度の重量に耐える強靭
なネット。",
107,"落とし穴など、いろんな
仕掛けを仕上げるために
必要な工具。",
108,"モンスターを落とすための罠。
超重量の負荷がかかると
発動する仕組み。",
109,"モンスターの動きを止める
ことができる罠。
捕獲に使用可能。",
110,"雷を導く金属の棒。設置後
一定時間で雷が落ちてくる。
晴れている日には使用不可。",
111,ダミー。,
112,"小樽の蓋。
絵のようなものが描かれて
いる。",
113,中身の入ってない小さなタル。,
114,中身の入ってない大きなタル。,
115,時限式の小さな爆弾。,Une petite bombe à retardement.
116,"小タル爆弾を改良した強化版。
小さいからといって甘く見る
と痛い目にあう。",
117,"衝撃によって爆発する爆弾。
その威力は絶大。",
118,"大タル爆弾を改良した強化版。
対モンスターの頼もしい道具。
Ｇの名前はダテじゃない。",
119,"仕掛けると空中へ飛んで
いく改良型の爆弾。敵に
当てるのには技術が必要。",
120,"打ち上げタル爆弾の改良型。
敵に当てるのには技術が必要。",
121,"ターゲットにひっつく
小型の時限式爆弾。
‾C05（支給品専用）",
122,"【ＣＴアイテム】
イベント用爆弾",
123,中身のないカラの実。,
124,"脊椎を利用した骨の薬莢。
カラの実よりも頑丈で、強度
の高い弾を作り出せる。",
125,"大型飛竜類の脊椎から採取
された骨の薬莢。頑強な弾は
大量の火薬の爆発にも耐える。",
126,"入門用ともいえる安価な弾。
威力はあまり期待できない。
弾数は無限。",
127,"一般的な弾。LV1より
威力が増大されている。
最大９９発。",
128,"一般的な弾。
跳弾による追加ダメージが
狙える。最大９９発。",
129,"貫通して飛ぶ弾。モンスター
によっては複数回当たる。
最大６０発。",
130,"貫通して飛ぶ弾。
LV1よりヒット回数が増加。
最大６０発。",
131,"貫通して飛ぶ弾。
貫通弾系最多のヒット回数。
最大６０発。",
132,"広範囲を攻撃できる弾。
近ければ複数回ヒットする。
最大６０発。",
133,"広範囲を攻撃できる弾。
LV1よりヒット回数が増加。
最大６０発。",
134,"広範囲を攻撃できる弾。
散弾系最多のヒット回数。
最大６０発。",
135,"刺さった後、爆発する弾。
高い威力を持つ。
最大９発。",
136,"刺さった後、爆発する弾。
かなり高い威力を持つ。
最大９発。",
137,"刺さった後、爆発する弾。
すさまじい威力を持つ。
最大９発。",
138,"着弾時に３個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
139,"着弾時に４個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
140,"着弾時に５個の爆弾が飛散る
弾。仲間にも当たるので注意
が必要。最大３発。",
141,"強力な火属性を持つ弾。
火に弱いモンスターには、
かなり有効。最大６０発。",
142,"強力な水属性を持つ弾。
水に弱いモンスターには、
かなり有効。最大６０発。",
143,"強力な雷属性を持つ弾。
雷に弱いモンスターには、
かなり有効。最大６０発。",
144,"強力な氷属性を持つ弾。
氷に弱いモンスターには、
かなり有効。最大６０発。",
145,"普通のボウガンでは扱うこと
さえできない謎の弾。
最大２０発。",
146,"着弾した相手の体力を
少量回復させる弾。
最大１２発。",
147,"着弾した相手の体力を
中量回復させる弾。
最大１２発。",
148,"毒状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
149,"毒状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
150,"麻痺状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
151,"麻痺状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
152,"睡眠状態にさせる弾。
モンスターによっては複数発
必要。最大１２発。",
153,"睡眠状態にさせる弾の強化版。
モンスターによっては複数発
必要。最大８発。",
154,"罠にかかったモンスターを
捕獲するボウガン専用の
麻酔弾。最大８発。",
155,"撃ったモンスターを一定時間
地図に表示する弾。
最大９９発。",
156,"着弾した者に修羅のごとき
力を与えると伝わる弾。
最大５発。",
157,"着弾した者の皮膚を岩石の
ごとく硬質化させると伝わる
弾。最大５発。",
158,ダミー。,
159,ソフト仮データ,
160,"何も入っていない空のビン。
このままでは、ただのビン。",
161,"矢に装填することで
攻撃力を上げられるビン。
最大８０個。",
162,"装填することで攻撃力を
上げられる毒属性のビン。
最大４０個。",
163,"装填することで攻撃力を
上げられる麻痺属性のビン。
最大４０個。",
164,"装填することで攻撃力を
上げられる睡眠属性のビン。
最大４０個。",
165,ダミー。,
166,"よく跳ねる元気なバッタ。
釣りエサとして使える。",
167,"まるまると太ったミミズ。
釣りエサとして使える。",
168,"常に光を発するホタル。
釣りエサとして使える。",
169,釣りエサとして使えるカエル。,
170,"マグロ系の魚が好んで食べる
釣りエサ。",
171,"アロワナ系の魚が好んで食べ
る釣りエサ。",
172,"黄金魚が好んで食べる
釣りエサ。",
173,"釣りエサとして使えるハエ。
どんな魚もすぐさま食いつく
という。入れ食いフィーバー！",
174,"刃こぼれしやすい安物の
ピッケル。",
175,"鉄で作られたピッケル。
刃こぼれしにくい。",
176,"より刃こぼれを抑えるため、
鋼で強化されたピッケル。",
177,"編み目のやぶれやすい安物の
虫あみ。",
178,編み目のやぶれにくい虫あみ。,
179,"編み目がやぶれにくく、頑丈
に作られた虫あみ。",
180,"生肉を焼き、
食用肉にすることができる
ハンターの必需品。",
181,"忙しい人御用達。
短い時間でこんがり焼けるが
テクニックが必要。",
182,"アツイ男の肉焼きセット。
こんがり肉が焼きやすい
高級な肉焼きセット。",
183,"美しい女性の肉焼きセット。
何度でも、肉を焼きたくなる
音色。",
184,"アイルー御用達、
高級な肉焼きセット。
失敗しても許せちゃう？",
185,"高級な肉焼き機と調合する
ことで、よろず焼きセットに
変えられる。",
186,"焼きたいものと調合する事で
肉以外のものも焼けてしまう
優れもの。",
187,"生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
188,"調理肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
189,"スパイシー生肉を焼ける
状態のよろず焼きセット。
後は上手に焼くだけ。",
190,"クール生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
191,"毒生肉を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
192,"魚を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
193,"大きな魚を焼ける状態の
よろず焼きセット。
後は上手に焼くだけ。",
194,ダミー。,
195,ダミー。,
196,"標準サイズの砥石。
武器を研磨し、斬れ味を回復
させることができる。",
197,遠くを見ることができる。,
198,調合失敗でできたゴミ。,
199,"特定モンスターの注意を引く
ことができる、あぶない笛。
確率で壊れる。",
200,"特殊な音色には癒しの効果が
あり、それを聴いた人は体力
が回復する。確率で壊れる。",
201,"特殊な音色を聴いた人は自然
治癒能力が促進され、毒を
跳ねのける。確率で壊れる。",
202,"特殊な音色を聴いた人は
どこからか勇気が湧き、力が
みなぎる。確率で壊れる。",
203,"特殊な音色を聴いた人は
精神が高まり、忍耐力が増す。
確率で壊れる。",
204,栄養価の高いハチミツ。,
205,"昼しか採れない不思議な草。
調合の材料等に用いられる。",
206,"夜しか採れず、いい匂いのす
る不思議な草。
調合の材料等に用いられる。",
207,体力を微量回復する草。,
208,"解毒作用を秘めた草。
単品で食べることで、
効能を発揮する場合もある。",
209,発火作用を秘めた不思議な草。,
210,柔軟性が高く強靭な草。,
211,睡眠作用を秘めた草。,
212,"葉の表面に強い粘着性を持つ
草。付着すると、ネバネバが
なかなか取れない。",
213,"メラルーの大好物。
盗まずにはいられない。",
214,"解毒成分が含まれているが、
単品では効果が発揮されない。",
215,"「サボテンの花」の突然変異。
普通の場所には咲いていない。
‾C05（精算アイテム）",
216,"一口かじるだけでも火をふく
辛さ。体はあったまるけれど、
このままではちょっと…。",
217,"小指ほどの大きさの採取が
難しいキノコ。モスの好物。
‾C05（精算アイテム）",
218,"特産キノコの中でも
特に形や香りの良い物の総称。
‾C05（精算アイテム）",
219,"特産キノコが十分に熟成した
とてつもない臭いのキノコ。
‾C05（精算アイテム）",
220,増強作用を秘めたキノコ。,
221,高熱を秘めた珍しいキノコ。,
222,麻痺作用を秘めたキノコ。,
223,"毒素を秘めたキノコ。
食べると毒状態となるが…。",
224,"不思議なにおいのするキノコ
食べると…。",
225,"引きぬいた人間の生命を奪う
と伝えられる、危険なキノコ。",
226,"スタミナを少量回復する
キノコ。
‾C05（精算アイテム）",
227,"夜にのみ採れる珍しいキノコ。
そのままでは食べられないが
なにかと調合してみれば…。",
228,"様々な色の花びらを持つ
かわいらしいたんぽぽ。染料
の材料として重宝されている。",
229,"破裂すると強烈な色と匂いを
発散する木の実。その匂いは
遠く離れていても届く。",
230,"一時的に攻撃力が上昇する種。
食べると経絡エネルギーの流
れが活性化し、力が増す。",
231,"一時的に防御力が上昇する種。
食べることで力がみなぎり、
肉体の強度が増す。",
232,"太古から龍が忌み嫌うと伝え
られている不思議な実。",
233,"衝撃を加えることで中身が飛
び散るクルミ。",
234,針のように鋭い木の実。,
235,"衝撃を加えることで破裂する
木の実。",
236,一部が欠損している貝殻。,
237,"貝からとれる黒く光る珠。
宝石としての価値もあるが、
装備品の素材にも用いられる。",
238,"陽の光に反応してぼんやりと
輝く鉱石。強度を高める合金
素材として重宝されている。",
239,"小さな石ころ。
投げることができる。",
240,"鉄の鉱石。
汎用性に富んだ金属を、精製
することができる。",
241,"微生物の遺骸や腐敗物が結晶
化した石。工房で武器の研磨
材として重宝されている。",
242,"鉄鉱石よりも良質な金属が採
れる鉱石。精製されてマカラ
イト鋼になる。別名：燕雀石",
243,"マカライト鋼よりも良質な金
属が精製できる鉱石。希少
価値が高い。別名：輝竜石",
244,"ドラグライト鋼よりも良質な
金属が精製できる鉱石。目下、
研究中の素材。別名：霊鶴石",
245,"あらゆる素材をつなぐことの
できる、不思議な金属を含む
鉱石。別名：白鳩石",
246,"常温で燃え盛る灼熱の鉱石。
その高温で素材同士を結合
させる。別名：鳳凰石",
247,ダミー。,
248,"可燃性の岩石。
ほのかな温かみを感じる。
‾C05（精算アイテム）",
249,"鈍く輝くクリスタル。
非常に硬度が高く、工房など
で道具にも利用されている。",
250,"光り輝くクリスタル。
非常に硬度が高く、工房など
で道具にも利用されている。",
251,"調合により大地の結晶に含ま
れる抗菌性物質の濃度を高め
た石。自然界には存在しない。",
252,"常温でも溶ける事のない
氷の結晶。鉱物の密度を高め
る効果のある事が判明した。",
253,ダミー。,
254,"この地域では咲かない花。
種が風にのって花を咲かせた
らしい。極彩色の大きな花。",
255,"上質な油分を含む木の実。
皮をなめしたり、色を鮮明に
する効果も併せ持つ。",
256,"氷結晶の中に虫や花などの
生物が閉じ込められた物の
特別な呼び名。",
257,"メラルーが持っているポーチ。
中はごちゃごちゃしている。
‾C05（精算アイテム）",
258,"武器を砥ぐことができる
ぐらい、背ビレの硬い魚。",
259,"脂の乗った美味い魚。
食べると体力が少量回復する。",
260,睡眠作用を持つ魚。,
261,アゴに細く鋭いハリをもつ魚。,
262,絶命時にはじける魚。,
263,絶命時に拡散する魚。,
264,絶命時に破裂する魚。,
265,絶命時に爆裂する魚。,
266,"ひときわ大きなキレアジ。
研ぎ効果もアップ。",
267,"ひときわ大きな眠魚。
弾の調合に用いられる。",
268,"ひときわ大きなハリマグロ。
弾の調合に用いられる。",
269,"ひときわ大きなはじけイワシ。
弾の調合に用いられる。",
270,"ひときわ大きな
ハレツアロワナ。
弾の調合に用いられる。",
271,"なんでも口にしてしまう魚。
たまに、食べた物が胃の中に
残っていることがある。",
272,"ひときわ大きな大食いマグロ。
大きいものも、
かまわず食べてしまう。",
273,"全身黄金の珍魚。
高値で取引されている。
‾C05（精算アイテム）",
274,"希少価値の高い巨大魚。
何かに使えそう…。",
275,"珍魚。それなりの高値で
取引されている。
凶暴につき初心者注意！",
276,"全身白金の珍魚。
高値で取引されている。",
277,"捨てるところがないくらい
体全体が素材になる貴重な魚。
食材になるという噂も…。",
278,"女王として君臨しているエビ。
まれに、オスを食べて
しまうことも…。",
279,虫の死骸。,
280,"マグロの大好きな匂いを放つ、
イモのようなイモムシ。
エサに練りこむと効果絶大。",
281,"アロワナの大好きな匂いを
放つ、丸っこいバッタ。
エサに練りこむと効果絶大。",
282,"黄金魚の大好きな匂いを放つ、
ヘビのようなハチノコ。
エサに練りこむと効果絶大。",
283,寿命１０００年と伝わる虫。,
284,"自然治癒能力を促進させる
苦味エキスを秘めた虫。
食べると５０％の確率で解毒。",
285,絶命時に強烈な閃光を放つ虫。,
286,"衝撃が加わると放電する昆虫。
武器のみならず生活の中にも
広く利用されている。",
287,"カナブンの中でも親玉クラス
の種族。堅い甲殻と光沢の
ある羽を持っている。",
288,"どんな素材でも繋ぎ合わせる
ことができる、非常に強力な
粘着液を吐き出すバッタ。",
289,ダミー。,
290,"堅い甲殻を持ち、研磨剤とし
て使われる事もある虫。",
291,"希少価値のある虫。
金属同士の結合力を
高める効果がある。",
292,"宝石のように輝いている甲虫。
コレクター間で高値で取引さ
れている。‾C05（精算アイテム）",
293,"調理用の食材。
密林に多く生えているという
野性味たっぷりのネギ。",
294,"調理用の食材。
砂漠でのみとれる珍味。
トゲを取るのを忘れずに。",
295,"調理用の食材。
切っても涙がでてこないと
いう奥様大喜びの一品。",
296,"調理用の食材。
最高級のトマト。かじると
甘い汁がたっぷり。",
297,"調理用の食材。
奇妙な形をしたキノコ。
形は悪いけれど味は絶品。",
298,"調理用の食材。
寒い地域でしか育たない麦。
噛むとほんのり甘い。",
299,"調理用の食材。
複数種類の豆が詰まっている
お得な品種。",
300,"調理用の食材。
名前どおり石のように固い
パン。あごのトレーニングに。",
301,"調理用の食材。
米粒のように実がなる草。
サラリとした食感が人気。",
302,"調理用の食材。
大昔から味も形も変わって
いないという豆。栄養満点！",
303,"調理用の食材。
文字通り白い色のレバー。
とろりとした食感が大人気！",
304,"調理用の食材。
ポポの舌。歯ごたえがよく
健康にもいい人気食材。",
305,"調理用の食材。
フルフルベビーを熟成させた
通の舌をもうならせる珍味。",
306,"調理用の食材。
ガブラスから取れた肉で
味はそれほどではない…。",
307,"調理用の食材。
幻といわれる凶暴な飛竜の肉。
一度は味わってみたい一品。",
308,"調理用の食材。
音符のような形に見える魚。
味はそこそこ。",
309,"調理用の食材。
くねくね動くサーモン。ヘビ
の様だけどれっきとした魚。",
310,"調理用の食材。
米粒のように小さい虫。
食べるととても甘い。",
311,"調理用の食材。
食べるとちょっとピリ辛な虫。
おつまみとしても愛用される。",
312,"調理用の食材。
ココット村近くの森丘にいる
虫。どこか懐かしい味がする。",
313,"世界一強いといわれている虫。
装備の加工や食材など幅広く
使われている。",
314,"調理用の食材。
料理にまぜると、
燃えるような辛さになる。",
315,"調理用の食材。
料理にまぜると元気が
モリモリ湧いてくる！",
316,"調理用の食材。
長寿に効くという素材を
交ぜた特製ジャム。",
317,"調理用の食材。
食材そのものの味を増して
くれる優れもの。",
318,"調理用の食材。
気性の激しい牛のミルクから
作ったバター。",
319,"調理用の食材。
高価な素材をふんだんに
使った贅沢なチーズ。
",
320,"調理用の食材。
庶民の味方。
少しの量で酔っ払える。",
321,"調理用の食材。
「一生に一度は飲んでみたい
ワイン」ＮＯ１の高級ワイン。",
322,"調理用の食材。
滅多に手に入らない幻の一品。
酒の中の王様。",
323,"調理用の食材。何かの
モンスターの卵らしいが
不気味な色をしている。",
324,"ブタが好んで食べるせんべい。
見かけると、一目散にやって
くる。",
325,ダミー。,
326,"モンスターの内臓器官の１つ。
臓器が割れると、鼓膜を破壊
するほどの強烈な音が鳴る。",
327,"モンスターの内臓器官の１つ。
致死性の毒液が溜まっている。
取り扱い注意。",
328,"モンスターの内臓器官の１つ。
神経性の毒液が溜まっている。
毒を受けると麻痺する。",
329,ダミー。,
330,"モンスターの内臓器官の１つ。
睡眠効果のある粉塵を溜める
器官。粉塵を吸うと昏倒する。",
331,ダミー。,
332,"モンスターの内臓器官の１つ。
可燃性の粉塵が詰まっている。
取り扱い注意。",
333,"モンスターの内臓器官の１つ。
特異体質のフルフルの臓器。
衝撃を受けると放電する。",
334,"ゲリョスの体液。
ゲリョスの逃げ足の速さ、
持久力の秘密がこの体液。",
335,"フルフルの体液。
特定の薬の効果を倍増させる
効能がある。",
336,"非常に使い勝手の良い素材。
生活や狩りには欠かせない。
様々なものに加工される。",
337,"飛竜類から良く採れる。小型
の骨よりも加工の幅が増える。
骨の加工は削り出しが基本。",
338,"大型竜の骨。一品モノの加工
には欠かせない。骨と甲殻を
つなぐ素材が存在するらしい。",
339,"飛竜一体から数本しか採れな
い貴重な骨。加工は難しいが
大変強力で重宝する。",
340,"大型龍の骨。
骨だけでも威厳が感じられる。",
341,"風化してしまった骨。
加工するほどの堅さは無い。",
342,"動物の頭骨。風化していて
元の生物も判定できない。",
343,"達人級のハンターといえど、
一瞬の油断で昇天してしまう。
そんな彼らの無念がみえる。",
344,"ただの骨。風化していて
元の生物も判定できない。",
345,"大きくて太い骨。
工房で切り出されて
加工の材料にされる。",
346,"飛竜類の牙。ボウガンの弾丸
の先端部分になる。火薬の力
で、砕け散る弾となる。",
347,"飛竜類の爪。ボウガンの弾丸
の先端部分になる。中に火薬
を詰めて、広域爆薬弾となる。",
348,"飛竜種の体内に長年蓄積され
た不純物が、結石という形に
なったもの。特異な物質。",
349,"特殊な行動のときにのみ
飛竜たちがこぼす貴重な涙。
‾C05（精算アイテム）",
350,"なわばりを主張するために
落とすフン。
‾C05（精算アイテム）",
351,"長い年月を経て
体の中で磨かれた宝石。
‾C05（精算アイテム）",
352,"古龍種が好んで集める石。
キラキラ光っている。
‾C05（精算アイテム）",
353,"長い年月の末に朽ち果てた、
龍の鱗。かつての強大な力を
感じさせるものはすでにない。",
354,"龍の鱗が結晶硬質化したもの。
生薬として重宝される。
‾C05（精算アイテム）",
355,モスの皮。苔で覆われている。,
356,"モスの頭。
これを持って帰るハンターは
少ない。物好きの証。",
357,ファンゴの皮。剛毛。,
358,"ファンゴの頭。
２本の立派な牙がいかつい。",
359,"ドスファンゴの皮。
剛毛だが、どこか美しい。",
360,"ドスファンゴの硬い皮。
ちょっとやそっとじゃ
傷ひとつつかない。",
361,"ケルビの角を細かく砕いて煎
じたものは、この地での腹痛
薬である。",
362,"砦の住人の防寒具や、鎧のつ
なぎ素材に利用される。",
363,"ガウシカからとれる毛皮。
毛並みが良く保温性も高い。
ふわふわの手触り。",
364,"ガウシカの角。
武具の素材の他に、家の
装飾に用いられる事もある。",
365,"飛竜類ほどではないが、十分
鋭い歯。ボウガンの弾の素材
として重宝されている。",
366,"ランポスから剥ぎ取った鱗。
黒い部分と青い部分があり、
好みによって使い分けられる。",
367,"ランポスから剥ぎ取った
上質な鱗。より軽く、より
丈夫な武具ができる。",
368,"鱗を剥ぎ取った状態の皮。
砦でなめされて革となる。
鎧のつなぎ素材として重宝。",
369,"ランポスリーダーの皮。
群れのリーダーらしく、
いたるところに傷がある。",
370,"群れのリーダーランポスの爪。
鋭い大爪は刃物のようになっ
ている。",
371,"ドスランポスの鋭い爪。
研ぎ澄まされた爪は
獲物に深く食い込む。",
372,"トサカの付いた大きな頭。
かぶると少しランポス気分。
けっこう暖かい。",
373,"珍しい白色のランポスから
剥ぎ取った白い鱗。上品な
色合いが人気の秘訣。",
374,"珍しい白色のランポスから
剥ぎ取った白い皮。どこか
上品なその色は人気が高い。",Peau blanche prélevée sur un rare Velociprey blanc. Sa teinte raffinée en fait un matériau prisé.
375,"ハンター達の体の自由を奪う
強力な毒の牙。その神経性の
猛毒は飛竜類にも有効である。",
376,"ゲネポスから剥ぎ取った鱗。
砂漠地帯では保護色になって
いる。",
377,"ゲネポスから剥ぎ取った
上質な鱗。強固な鱗は
生半可な牙など通さない。",
378,"鱗を剥ぎ取った状態の皮。
砦でなめされて革となる。
色の好みで使い分けられる。",
379,"ドスゲネポスの丈夫な緑の皮。
リーダー格の皮は強度が高く、
上位品質防具のつなぎに必要。",
380,"ドスゲネポスの頭。
二本のトサカが
チャームポイント。",
381,"生命を脅かす猛毒液を飛ばす
牙。取り扱いには細心の注意
が必要である。",
382,"イーオスから剥ぎ取った鱗。
毒々しい鱗は皮膚に悪影響を
及ぼすので、毒抜きされる。",
383,"イーオスから剥ぎ取った
上質な鱗。厳重に毒抜き
された後、加工される。",
384,"鱗を剥ぎ取った状態の皮。
砦でなめされて革となる。赤
い皮は装飾にも利用される。",
385,"ドスイーオスの丈夫な赤い皮。
リーダー格の皮は強度が高く、
上位品質防具のつなぎに必要。",
386,"ドスイーオスの頭。
大きなトサカは、
見るものの目をひきつける。",
387,"耐火性に優れているイャン
クックの桃色の鱗。フィール
ドに落ちていることもある。",
388,"イャンクックの耐火性の甲殻。
火への耐性が多少強くなる。",
389,"怪鳥の甲殻よりも堅い部位の
外殻で、この地域では
【けんかく】と呼ばれている。",
390,"耐火性に優れているイャン
クックの耳。ボウガンの逆火
を防ぐのに利用されている。",
391,"耐火性に優れているイャン
クックの耳。伸縮自在の
素材は防具の下地にも最適。",
392,"大きくて非常に丈夫な、
イャンクックのクチバシ。",
